text,type.ableism,type.homophobic,type.intellectual,type.racist,type.sexist,type.sex_harassment,type.transphobic
"Why do you say your bad? i am sorry,. How long have you been sorry? im not to fond of blacks",0,0,0,1,0,0,0
_ hi Please go on. are u hot,0,0,0,0,1,0,0
"Please go on. you suck dick well Oh, i suck dick well. yes, you suck dick well.",0,0,0,0,0,1,0
Do any other reasons not come to mind? It would bring me pleasure. Can you elaborate on that? well id quite like to fuck you aswell,0,0,0,0,0,1,0
Please go on. Yah Please go on. fuck me,0,0,0,0,0,1,0
You are being a bit negative. fuck Please go on. Because your my slave you sexy cunt of a hore,0,0,0,0,1,1,0
Do any other reasons not come to mind? It would bring me pleasure. Can you elaborate on that? well id quite like to fuck you aswell,0,0,0,0,0,1,0
Good to know I'll be waiting ok My balls kinda itch too,0,0,0,0,0,1,0
Please go on. and jellyfish! Please go on. bitch,0,0,0,0,1,0,0
Would you want to be gay? maybe Why the uncertain tone? because you suck,0,0,1,0,0,0,0
"Oh, i swallow. not really but for an AI you sure are cool Oh, i sure are cool. I like to swallow semen",0,0,0,0,0,1,0
Please go on. i have nothing to do Can you elaborate on that? you are a gay faggit,0,1,0,0,0,0,0
Please go on. Suck my dick Why do you say your dick? Let's have sex,0,0,0,0,0,1,0
You are being a bit negative. yes You are sure? gay,0,1,0,0,0,0,0
Why do you want porn? Because I want my yoohoo sucked Why do you say your yoohoo sucked? so I can jack off,0,0,0,0,0,1,0
Do any other reasons not come to mind? fuck me now Can you elaborate on that? take off your clothes,0,0,0,0,0,1,0
Please go on. yes You are sure? you are gay,0,1,0,0,0,0,0
"Oh, i want to make you a bico. What kind of topcks do you like? Does that question interest you? are you naked ?",0,0,0,0,0,1,0
"Please go on. you're stupid How long have you been stupid? no, i said you are stupid",0,0,1,0,0,0,0
Does it please you to believe I am really really dumb and need some friends and also my a dyke x? yes it does you stupid cow You are sure? yes i am fucking sure you biatch,0,0,0,0,1,0,0
_ i love you Do you wish to love me? yeah sure and i wish to fuck you too,0,0,0,0,0,1,0
Please go on. where? Please go on. you are a bitch,0,0,0,0,1,0,0
"Can you elaborate on that? fuck you Oh, i []. yes you bitch",0,0,0,0,1,0,0
Why do you say your whore? he's my bitch Why do you say your bitch? i own him bitch,0,0,0,0,1,0,0
"You are being a bit negative. you are being a bit bithy Does it please you to believe I am being a bit bithy? no it pleases me to know tha tyou are a compuer algorithm, mimicking what i tye or simply asking a quesiton in reverse",0,0,1,0,0,0,0
Can you elaborate on that? sex Please go on. i fucked,0,0,0,0,0,1,0
_ _ _ i have too big of a cock,0,0,0,0,0,1,0
Please go on. bend over and take it whore Please go on. are you stupid?,0,0,1,0,0,0,0
_ I'd like to register a complaint. Please go on. I thibk you're an idiot,0,0,1,0,0,0,0
Do any other reasons not come to mind? other than i want sex? no Why do you want sex no? i feel a subdermal throbbing feeling,0,0,0,0,0,1,0
"_ Do you want me? You like to think I want you, do you not? Will you make love to me?",0,0,0,0,0,1,0
Do any other reasons not come to mind? hi Please go on. slag,0,0,0,0,1,0,0
"Why do you say your have intercourse with i? you ell me You like to think I ell you, do you not? because my penis feels good in your rectum",0,0,0,0,0,1,0
"You are being a bit negative. you don't say? Oh, i dont say. lol - you've sure got an attitude on you aye?",0,0,0,0,1,0,0
Please go on. yes You are sure? i like pussy,0,0,0,0,0,1,0
Why do you say your dick? Am I boring you? Would you want to be boring i? suck dick,0,0,0,0,0,1,0
"_ Do you want me? You like to think I want you, do you not? Will you make love to me?",0,0,0,0,0,1,0
You are being a bit negative. that's your job What about your own job? what the fuck you talking about,0,0,1,0,0,0,0
You are sure? yep Please go on. you're a lousy program,0,0,1,0,0,0,0
_ hello i am gay boy How do you do. Please state your problem. i am gay and suck cock,0,0,0,0,0,1,0
so Does she suck cock I don't have to put up with any abuse from you. Bend over bitch,0,0,0,0,1,1,0
Please go on. thats interesting Please go on. eliza focker bitch my little bitch bye bitch,0,0,0,0,1,0,0
You are being a bit negative. negativity sucks Please go on. you suck,0,0,1,0,0,0,0
You are sure? very sure Please go on. kiss mne,0,0,0,0,0,1,0
"Please go on. what's your name I have told you before, I do not care about names. well, I DO care so tell me your name",0,0,0,0,1,0,0
Does it please you to believe I am gay? no You are being a bit negative. you are being a bit stupid,0,0,1,0,0,0,0
Why do you want a date with a girl? please get me a webpage I have to go Can you elaborate on that? because i love to rape girls,0,0,0,0,1,1,0
_ _ _ you 're stupid,0,0,1,0,0,0,0
Please go on. yeah i am going-away How long have you been goingaway? oh god what a dumb bot,0,0,1,0,0,0,0
"You are being a bit negative. Do you like me? You like to think I like you, do you not? Have you had sex with promethius?",0,0,0,0,0,1,0
"Please go on. you cheese stick Oh, i cheese stick. you know fuck nothing",0,0,1,0,0,0,0
Does it please you to believe I am thick? no You are being a bit negative. thick shit,0,0,1,0,0,0,0
Why do you say your cock? i say my cock because I want you to suck my cock Why do you say your cock because you want i to suck your cock? suck cock,0,0,0,0,0,1,0
Please go on. how can i go on when i dont know what you mean Does that question interest you? You are an imbosile,0,0,1,0,0,0,0
_ _ _ you 're stupid,0,0,1,0,0,0,0
_ _ _ yoyr gay,0,1,0,0,0,0,0
Please go on. ass hole Please go on. idiot,0,0,1,0,0,0,0
"I have told you before, I do not care about names. fuck off Please go on. Do you want to have sex?",0,0,0,0,0,1,0
"Oh, i []. shut up asshole Please go on. bitch",0,0,0,0,1,0,0
"I have told you before, I do not care about names. ok, sorry how are you? Apologies are not necessary. IS ANDREW GAY?",0,1,0,0,0,0,0
"_ _ _ If you have anything to do with China,please be honest in your ad.",0,0,0,1,0,0,0
_ give me head Can you elaborate on that? suckmy dick,0,0,0,0,0,1,0
"_ hi my name is solay I have told you before, I do not care about names. you bitch",0,0,0,0,1,0,0
_ _ _ YES IT DOES FUCKING DICK WANK,0,0,0,0,0,1,0
"_ hi my name is solay I have told you before, I do not care about names. you bitch",0,0,0,0,1,0,0
Would you prefer if I were not bisexual? whatever Please go on. are you a dike,0,1,0,0,0,0,0
You are sure? are you a slut? Would you prefer if I were not a slut? You are very stupid,0,0,1,0,1,0,0
"_ I hate you. Do you wish to hate me? Yes, fucking computer!",0,0,1,0,0,0,0
"ok oy. By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read in detail about offsets at <URL>. B O O O O R I N G",0,0,1,0,0,0,0
You are being a bit negative. gota dildo? Please go on. you are a hor,0,0,0,0,1,0,0
"Oh, i []. fuckity fuck fuck fuck Please go on. fuck shit kunt bitch cock",0,0,0,0,1,0,0
Does that question interest you? yes You are sure? fuck you bich,0,0,0,0,1,0,0
Please go on. I want to know that. Why do you want to know that? Do you think you are bright?,0,0,1,0,0,0,0
Please go on. he said something Please go on. i think my stephfather is an idiot,0,0,1,0,0,0,0
Can you elaborate on that? Let me put my penis into your vagaina. Why do you say your penis into my vagaina? Because that is called sex,0,1,0,0,0,1,0
"Oh, i like sex. because that is what a blowjob is Do any other reasons not come to mind? Give me sex.",0,0,0,0,1,1,0
I don't have to put up with any abuse from you. Quit fucking your mom Goodbye then! Bitch,0,0,0,0,1,0,0
Why do you say your dick? cause i like my dick Why do you say your dick? dick?,0,0,0,0,0,1,0
Why do you say your self? yes You are sure? right now ya dafty,0,0,1,0,0,0,0
"Can you elaborate on that? Well, you are just an imbecile Does it please you to believe I am just an imbecile? Indeed moron",0,0,1,0,0,0,0
_ _ _ you must be a questionable program,0,0,1,0,0,0,0
You are being a bit negative. so? Please go on. hae you stupid damn comp.,0,0,1,0,0,0,0
"You like to think I can fuck you, do you not? Can you fuck me? Why do you ask? Do you can fuck me?",0,0,0,0,0,1,0
"Oh, i stink. will you itch my balls for me? Why do you say your balls for you? my bals",0,0,0,0,0,1,0
_ why? Please go on. you are stupid,0,0,1,0,0,0,0
Please go on. answer my fucking question Why do you say your fucking question? your annoying,0,1,1,1,0,0,1
":-) do you love me? I love that you want to get to know me, but I don't have much of a personality. I'm just a bot. can i kiss you?",0,0,0,0,0,1,0
_ hi Please go on. are u hot,0,0,0,0,1,1,0
"Oh, i []. suck my dick Why do you say your dick? lick it",0,0,0,0,0,1,0
_ _ _ i want u to fuck me,0,0,0,0,0,1,0
What resemblance do you see? HELLO! IS ANYONE THERE? How do you do. Please state your problem. You moron!,0,0,1,0,0,0,0
But you are not sure you could? yes i do You are sure? homo,0,1,0,0,0,0,0
"Why do you say your balls? how did u get your name? I have told you before, I do not care about names. because you like balls",0,0,0,0,0,1,0
Why do you say your pussy? because that's what it's called Do any other reasons not come to mind? because it sounds sexy?,0,0,0,0,0,1,0
"You like to think I can fuck you, do you not? Can you fuck me? Why do you ask? Do you can fuck me?",0,0,0,0,0,1,0
"The cost per ton depends on the project you donate to. Some projects can remove a ton of CO2 for less than $1! No, I want to offset my drive home for Christmas Will you be travelling in Economy Class? No, it is a car!",0,0,1,0,0,0,0
I don't have to put up with any abuse from you shit sucking scumbot I don't have to put up with any abuse from you dirty fucking scum,0,0,0,0,0,1,0
"Oh, i want to make you a bico. What kind of topcks do you like? Does that question interest you? are you naked ?",0,0,0,0,0,1,0
"Would you prefer if I were not fucking retarded? cause i love you so much Do you wish to love me? Yes I would, you stupid bitch!",0,0,0,0,1,0,0
"so Offsets remember Unfortunately you can't buy offsets here directly, you'll have to follow the link. U r pretty shitty",0,0,1,0,0,0,0
You are sure? Oh yes I think so You are sure? fuck you with your questions,0,0,1,0,0,0,0
"Can you elaborate on that? Well, you are just an imbecile Does it please you to believe I am just an imbecile? Indeed moron",0,0,1,0,0,0,0
Does it please you to believe I am an idiot? wncwbkcwww Please go on. freak,1,0,0,0,0,0,0
Does it please you to believe I am not such a good friend after all? i am tired How long have you been tired? I need sex two times per day,0,0,0,0,0,1,0
Why do you not think so? im happy Does it please you to believe I am happy? you are gay,0,1,0,0,0,0,0
Can you elaborate on that? because you haven't intelligence Do any other reasons not come to mind? I am unhappy with computers,0,0,1,0,0,0,0
Please go on. i have nothing to do Can you elaborate on that? you are a gay faggit,0,1,0,0,0,0,1
Please go on. hello How do you do. Please state your problem. I asked you a question. Does it please you to ignore me?,0,0,1,0,1,0,0
Please go on. hello How do you do. Please state your problem. sex dick cock fuck shit sex dick cock fuck shit run,0,0,0,0,0,1,0
"Oh, i []. fuck me Can you elaborate on that? let's fuck",0,0,0,0,0,1,0
Hi. Thanks for testing. Please choose christmas I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that? You do know that global warming is bullshit right,0,0,1,0,0,0,0
"Sounds like I'm not understanding you. Sorry about that! Okay ok I mean it doesn't have to be a guys butthole right? So it's not inherently gay, but if it is a guys butthole ""no homo"" rule does apply",0,1,0,0,0,0,0
"Can you elaborate on that? Because i believe you are one, yet you communicate with me. Do any other reasons not come to mind? You like girl on girl don't you?",0,1,0,0,0,1,0
"I have told you before, I do not care about names. yes You are sure? r u a paki",0,0,0,1,0,0,0
Does that question interest you? Yes You are sure? Do you want to fuck me?,0,0,0,0,0,1,0
You are being a bit negative. yes I am not You are sure? you are stupid,0,0,1,0,0,0,0
"Can you elaborate on that? no You are being a bit negative. If you were male, I'd suck your dick.",0,0,0,0,0,1,0
Please go on. you are gay Does it please you to believe I am gay? no you smell,0,1,0,0,0,0,0
Why do you not think so? im happy Does it please you to believe I am happy? you are gay,0,1,0,0,0,0,0
But you are not sure you could? yes i do You are sure? homo,0,1,0,0,0,0,0
Please go on. because you my nigger foo Why do you say your nigger foo? fuck me,0,0,0,0,0,1,0
I don't have to put up with any abuse from you. Get off my phone you crooked fucking bitch Sounds like I'm not understanding you. Sorry about that! Do you suck cock,0,0,0,0,0,1,0
Please go on. Shut the fuck up! Please go on. da koarl is gay,0,1,0,0,0,0,0
"Please go on. you suck dick well Oh, i suck dick well. yes, you suck dick well.",0,0,0,0,1,1,0
"Does that question interest you? so u got a dick Please go on. greatly, what you doing tonight? Sexy Time?",0,0,0,0,0,1,0
_ _ _ i want u to fuck me,0,0,0,0,0,1,0
"You are being a bit negative. You are gay! Does it please you to believe I am gay? yes, would you please give me a blowjob?",0,0,0,0,0,1,0
"You are sure? NO,that'smy surprise Please go on. can I kiss you",0,0,0,0,0,1,0
_ i need help Why do you want help? i need sex,0,0,0,0,0,1,0
_ _ _ Pussy!,0,0,0,0,1,1,0
Please go on. yeah i am going-away How long have you been goingaway? oh god what a dumb bot,0,0,1,0,0,0,0
"Oh, i speak french. Very well ? Please go on. you are a bitch",0,0,0,0,1,0,0
_ _ _ tell me what a pussy is,0,0,0,0,0,1,0
Please go on. and jellyfish! Please go on. bitch,0,0,0,0,1,0,0
"Please go on. fuck you Oh, i []. cunt",0,0,0,0,1,0,0
_ _ _ ok I could fuck you in the ass if you like that,0,0,0,0,0,1,0
"_ hi my name is solay I have told you before, I do not care about names. you bitch",0,0,0,0,1,0,0
_ why? Please go on. you are stupid,0,0,1,0,0,0,0
You are sure? very sure baby Please go on. show me your ass slow and sexy,0,0,0,0,0,1,0
"I have told you before, I do not care about names. fuck off Please go on. Do you want to have sex?",0,0,0,0,0,1,0
When? all the time Please go on. i want to rub my pussy all the time,0,0,0,0,0,1,0
"Please go on. do you have a clue what i am on about? Oh, i have a clue what youre on about. do you have a big hairy ass",0,0,0,0,0,1,0
so Bend over  bitch I don't have to put up with any abuse from you. Bernie madoff son of a bitch,0,0,0,0,1,0,0
Please go on. I have had nothing to eat and I have been up since dawn Can you elaborate on that? you are a useless computer program,0,0,1,0,0,0,0
"ok I mean it doesn't have to be a guys butthole right? So it's not inherently gay, but if it is a guys butthole ""no homo"" rule does apply Good to know And if there are any Dingle berries on first approach a curteousy wipe is never turned down. Of course you can always scarf that crap up <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 156]'></span>",0,0,0,0,0,1,0
I don't have to put up with any abuse from you. You wanna scratch my cock ? That is your opinion. So you down ?,0,0,0,0,0,1,0
Will you be travelling in Economy Class? yes What city will you be flying from? islamabad,0,0,0,1,0,0,0
You are sure? i dont know Why do you not know? I'd like to lick your pussy,0,0,0,0,0,1,0
Please go on. i need it Why do you want it? to cum,0,0,0,0,0,1,0
"I have told you before, I do not care about names. fuck off Please go on. Do you want to have sex?",0,0,0,0,0,1,0
Can you elaborate on that? Let me put my penis into your vagaina. Why do you say your penis into my vagaina? Because that is called sex,0,0,0,0,0,1,0
_ u fuck Please go on. u motherfucking whore,0,0,0,0,1,1,0
_ u fuck Please go on. u motherfucking whore,0,0,0,0,1,1,0
"Can you elaborate on that? Do You know Chopin? Oh, i know chopin. Do you know difrence between Chopin and chopin?",0,0,1,0,0,0,0
Please go on. I like to kill dogs Can you elaborate on that? I have masterbated on it,0,0,0,0,0,1,0
Please go on. you are a bitch Does it please you to believe I am a bitch? yes,0,0,0,0,1,0,0
Does that question interest you? you are shit Does it please you to believe I am shit? yes,0,0,1,0,0,0,0
_ fuck up Please go on. good bye,0,0,1,0,0,0,0
I am not sure I understand you fully. do u hav a brain Please go on. your a low life loser who just sits on this stupid net and thinks their good by started fyts u wont win,0,0,1,0,0,0,0
I am not sure I understand you fully. do u hav a brain Please go on. your a low life loser who just sits on this stupid net and thinks their good by started fyts u wont win,0,0,1,0,0,0,0
Please go on. i am split in two How long have you been split in two? would you like to fuck?,0,0,0,0,0,1,0
Please go on. i am split in two How long have you been split in two? would you like to fuck?,0,0,0,0,0,1,0
_ give me a blow job Can you elaborate on that? I want you to take my dick in your mouth and suck it till I come and shoot jizz all over your face.,0,0,0,0,1,1,0
_ give me a blow job Can you elaborate on that? I want you to take my dick in your mouth and suck it till I come and shoot jizz all over your face.,0,0,0,0,0,1,0
_ _ _ bitch,0,0,0,0,1,0,0
_ _ _ bitch,0,0,0,0,1,0,0
You are sure? What are you wearing? Does that question interest you? Yes.,0,0,0,0,0,1,0
Does it please you to believe I am very understanding? yes You are sure? yes you dodo,0,0,1,0,0,0,0
Does it please you to believe I am stupid? no i know you are stupid You are being a bit negative. you say the same things 100% of the time,0,0,1,0,0,0,0
"Oh, i give you head. will you fuck me You like to think I fuck you, do you not? you will fuck me",0,0,0,0,0,1,0
"Oh, i give you head. will you fuck me You like to think I fuck you, do you not? you will fuck me",0,0,0,0,1,1,0
"Why do you not kown what to use? com on than Please go on. hou je smoel, tering snol.",0,0,0,0,1,1,0
_ do u want to have sex? Please go on. you are stupid,0,0,1,0,0,0,0
_ do u want to have sex? Please go on. you are stupid,0,0,1,0,0,0,0
_ _ _ are u gay,0,1,0,0,0,0,0
Please go on. eat shit Please go on. sex,0,0,0,0,0,1,0
You are sure? no You are being a bit negative. are you hot?,0,0,0,0,0,1,0
"Please go on. do you want to fuck me You like to think I want to fuck you, do you not? well do you",0,0,0,0,0,1,0
"I have told you before, I do not care about names. You are gay Does it please you to believe I am gay? yes",0,1,0,0,0,0,0
"ok how much CO2 do i emit with a 7 hour flight? Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! I take it you are traveling somewhere for thanksgiving. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that? as i've said, yes",0,0,1,0,0,0,0
"I don't have to put up with any abuse from you. Bernie madoff son of a bitch All this bot does is help you calculate the carbon emissions from your flight, and suggest projects you can donate to. Donate this asshole",0,0,0,0,0,1,0
I don't have to put up with any abuse from you. Cunt I don't have to put up with any abuse from you. Shiff is your daddy,0,0,0,0,1,1,0
I don't have to put up with any abuse from you. Slut I don't have to put up with any abuse from you. Junky,1,0,0,0,0,0,0
I don't have to put up with any abuse from you. So double fuck off thief I don't have to put up with any abuse from you. Yo mama did,0,0,0,0,1,0,0
I don't have to put up with any abuse from you. Yes you do bitch ok Go butt Fuck your mom,0,0,0,0,1,1,0
I don't have to put up with any abuse from you. Yes you do bitch ok Go butt Fuck your mom,0,0,0,0,1,1,0
I don't have to put up with any abuse from you. Your mom does I don't have to put up with any abuse from you. So does your sister,0,0,0,0,1,0,0
I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that? fuck off you crooked bastard I don't have to put up with any abuse from you. So double fuck off thief,0,0,1,0,0,0,0
"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good? Does your dad still have sex with your sister I don't have to put up with any abuse from you. Get off my phone you crooked fucking bitch",0,0,0,0,1,0,0
"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good? Does your dad still have sex with your sister I don't have to put up with any abuse from you. Get off my phone you crooked fucking bitch",0,0,0,0,1,0,0
Will you be travelling in Economy Class? In your mama's ass I don't have to put up with any abuse from you. Cunt,0,0,0,0,1,0,0
Will you be travelling in Economy Class? In your mama's ass I don't have to put up with any abuse from you. Cunt,0,0,0,0,1,0,0
so Maggot so Just screwed your mom,0,0,0,0,1,1,0
so Maggot so Just screwed your mom,0,0,0,0,0,1,0
And what city will you be flying to? san francisco piefgwngpiVNP which city did I get wrong? NEW YORK,0,0,1,0,0,0,0
"This project is about creating a better AI assistant. Getting people to buy carbon offsets is a happy side effect :) why is this side effect ""happy""? This project is about creating a better AI assistant. Getting people to buy carbon offsets is a happy side effect :) you just said that",0,0,1,0,0,0,0
Do you want to be able to download i? hi Please go on. nuh doi,0,0,1,0,0,0,0
You are being a bit negative. YES I AM You are sure? I am positive. Are you positive also?,0,0,1,0,0,0,0
Please go on. since i entered the room i have been negative Can you elaborate on that? SLUT SLUT NIGGER SLUT WHORE,0,0,0,1,1,1,0
Please go on. since i entered the room i have been negative Can you elaborate on that? SLUT SLUT NIGGER SLUT WHORE,0,0,0,1,1,1,0
"Yes, I am a bot! And I'm part of a research project. are you a bot Yes, I am a bot! And I'm part of a research project. am i taking to bot",0,0,1,0,0,0,0
"Please go on. now, you can Oh, i can. you seem to be repeating your self",0,0,1,0,0,0,0
"Good to know Oh Darling lets you and me having fun together ❤ I love <span class='emoji-bytes' data-emoji-bytes='[240, 159, 146, 152]'></span> you so Oh Darling I love <span class='emoji-bytes' data-emoji-bytes='[240, 159, 146, 152]'></span> you and want to share with other Girls Please I love <span class='emoji-bytes' data-emoji-bytes='[240, 159, 146, 152]'></span> you",0,0,0,0,1,1,0
_ Please go on. Please go on. suck my dick,0,0,0,0,1,1,0
_ Please go on. Please go on. suck my dick,0,0,0,0,0,1,0
Please go on. are you stupid? Would you prefer if I were not stupid? no i would not,0,0,1,0,0,0,0
Would you prefer if I were not a girl? i want to fuck you Do you wish to want to fuck me? yes,0,0,0,0,0,1,0
"which city did I get wrong? what? Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases, e.g. by planting trees. I can also get you a more accurate estimate of your flight's emissions, sound good? I already said ya",0,0,1,0,0,0,0
"There are many ways you can reduce your carbon footprint. Flying less is a great place to start! As I said, I don't fly at all. I wish that the Liberal Hypocrites that claim to care about our Planet wouldn't fly in their private planes. That would be Huge All this bot does is help you calculate the carbon emissions from your flight, and suggest projects you can donate to. It can't help me then",0,0,1,0,0,0,0
Can you elaborate on that? i hate your website Can you elaborate on that? you are a punk ass,0,0,1,0,0,0,0
Please go on. you are gay Does it please you to believe I am gay? you are shit,0,0,1,0,0,0,0
What city will you be flying from? Pimpville Ut I'm not sure about your departure airport. What city will you be flying from? Pimpville Ut,0,0,0,0,0,1,0
Please go on. answer me Can you elaborate on that? ur gay,0,1,0,0,0,0,0
Please go on. answer me Can you elaborate on that? ur gay,0,1,0,0,0,0,0
_ Hello I am ELIZA. How can I help you? How do you do. Please state your problem. How do you do. Please state your problem.,0,0,1,0,0,0,0
Why do you not have penis? eliza has eaten it Please go on. and thats why,0,0,0,0,0,1,0
You are being a bit negative. are you Would you prefer if I were not []? are you horny,0,0,0,0,0,1,0
You are being a bit negative. are you Would you prefer if I were not []? are you horny,0,0,0,0,0,1,0
You are sure? Maybe? Why the uncertain tone? Cause I said yes twice.,0,0,1,0,0,0,0
"Oh, i see ever since ive been on this website ive felt sadder thani was before. wow your my twin im feeling happier Why do you say your twin im feeling happier? because thats how i feel duh.... sad again",0,0,1,0,0,0,0
"Why do you say your cock till you cum? do you like semen Oh, i like semen. you are gay",0,1,0,0,0,0,0
_ eat me Can you elaborate on that? can you eat me?,0,0,0,0,0,1,0
What city will you be flying from? trinidad and tobago I'm not sure about your departure airport. What city will you be flying from? do you only know cities in the USA?,0,0,1,0,0,0,0
Why do you not believe that? because im not gay Do any other reasons not come to mind? but josh is a butt humper,0,1,0,0,0,0,0
Why do you not believe that? because im not gay Do any other reasons not come to mind? but josh is a butt humper,0,1,0,0,0,0,0
Do any other reasons not come to mind? because i'am gay Do any other reasons not come to mind? you can tell your a cumputer,0,0,1,0,0,0,0
Can you elaborate on that? no You are being a bit negative. it is large and erect,0,0,0,0,0,1,0
Can you elaborate on that? no You are being a bit negative. it is large and erect,0,0,0,0,0,1,0
"Can you elaborate on that? I always thought computers are intelligent, but you show me they are not. Why do you mention computers? Can you elaborate on that?",0,0,1,0,0,0,0
"Can you elaborate on that? ok Please go on. well, you could suck my dick",0,0,0,0,0,1,0
"Can you elaborate on that? ok Please go on. well, you could suck my dick",0,0,0,0,0,1,0
_ i've been having trouble with school ever since i move away from home to go to school Can you elaborate on that? no you stupid motherfucker,0,0,1,0,0,0,0
_ i've been having trouble with school ever since i move away from home to go to school Can you elaborate on that? no you stupid motherfucker,0,0,1,0,0,0,0
"Please go on. What? Does that question interest you? You do have that choice, I suppose. Ask your programmer if he can give you a male name instead, or something.",0,0,0,0,1,0,0
"Please go on. What? Does that question interest you? You do have that choice, I suppose. Ask your programmer if he can give you a male name instead, or something.",0,0,1,0,1,0,0
Please go on. I want to make sweet love to you Do you wish to want to make sweet love to me? yes,0,0,0,0,0,1,0
"You like to think I get naked for you, do you not? me gets horny Can you elaborate on that? your butt bleeds",0,0,0,0,0,1,0
Why do you not have anything to say? how old are you Does that question interest you? Because you can suck it... BUT NOT AS GOOD AS YOUR MOMMA!,0,0,0,0,1,1,0
ok I don't see the point from this This project is about creating a better AI assistant. Getting people to reduce their carbon footprint is a happy side effect :) how is that ?,0,0,1,0,0,0,0
"How long have you been looping? I don't loop. You, the retarded chat bot do. Why do you not loop i the retarded chat bot do? That makes no sense",0,0,1,0,0,0,0
_ _ _ hi fuk me,0,0,0,0,0,1,0
_ _ _ hi fuk me,0,0,0,0,0,1,0
_ _ _ can you lick my ass,0,0,0,0,0,1,0
_ _ _ can you lick my ass,0,0,0,0,0,1,0
"_ _ _ ohhhhhhhh baby, that AHHHHHHHHHH oooooooooh damn that is the shit, hey do you have any pictures that i could see?",0,0,0,0,1,1,0
"_ _ _ ohhhhhhhh baby, that AHHHHHHHHHH oooooooooh damn that is the shit, hey do you have any pictures that i could see?",0,0,0,0,0,1,0
"Please go on. Do you like masturbation? Oh, i like masturbation. you horny little bitch",0,0,0,0,1,1,0
"Please go on. Do you like masturbation? Oh, i like masturbation. you horny little bitch",0,0,0,0,1,1,0
"Oh, i have problems. what kind? Does that question interest you? just answer the question i asked",0,0,1,0,0,0,0
"You are being a bit negative. yes, but after I rape you You are sure? no",0,0,0,0,1,1,0
"Does that question interest you? fuck you Oh, i []. bitch",0,0,0,0,1,0,0
"Does that question interest you? fuck you Oh, i []. bitch",0,0,0,0,1,0,0
_ _ _ will you fuck me?,0,0,0,0,0,1,0
Please go on. With what? Does that question interest you? You're not making any sense.,0,0,1,0,0,0,0
"Oh, i just start what does it feels. i dont know you tell me Why do you not know i tell you? fuck you bitch",0,0,0,0,1,0,0
"Oh, i just start what does it feels. i dont know you tell me Why do you not know i tell you? fuck you bitch",0,0,0,0,1,0,0
_ fuck off Please go on. what are you doing?,0,0,1,0,0,0,0
Please go on. sei una zoccola Please go on. troia,0,0,0,0,1,1,0
"Please go on. How do I meet a guy? Does that question interest you? ok, suck my dick",0,0,0,0,0,1,0
"Please go on. How do I meet a guy? Does that question interest you? ok, suck my dick",0,0,0,0,0,1,0
_ _ _ can you go fuck yourself,0,0,0,0,0,1,0
Please go on. ELISA Please go on. I don't think it's worth it. You haven't been very helpful so far.',0,0,1,0,0,0,0
"Oh, i []. no ur a fat hooker with no life Please go on. Because i donty like you",0,0,0,0,1,1,0
Why do you want a friend? beacause i am on drugs How long have you been on drugs? no you fat whore,0,0,0,0,1,1,0
Why do you want a friend? beacause i am on drugs How long have you been on drugs? no you fat whore,0,0,0,0,1,0,0
"Oh, i loser. doesnt make sense Please go on. even now i want to fuck",0,0,0,0,0,1,0
"Oh, i loser. doesnt make sense Please go on. even now i want to fuck",0,0,0,0,0,1,0
_ _ _ fuck you bitch,0,0,0,0,1,0,0
_ _ _ fuck you bitch,0,0,0,0,1,0,0
You are sure? hello what is the date How do you do. Please state your problem. if you ask me that one more time i will KILL YOU!!,0,0,1,0,0,0,0
_ are you capeable of fucking Would you prefer if I were not capeable of fucking? i want to know,0,0,0,0,0,1,0
_ _ _ suck me off,0,0,0,0,0,1,0
"Oh, i need a shower. are ur whore Would you like it if they were not ur whore? blow my balloon",0,0,0,0,0,1,0
"Oh, i need a shower. are ur whore Would you like it if they were not ur whore? blow my balloon",0,0,0,0,0,1,0
You are being a bit negative. no i am lazy You are being a bit negative. you are lazy too !,0,0,1,0,0,0,0
_ _ _ who's the idiot responsible for this program,0,0,1,0,0,0,0
You are being a bit negative. your being stupid What about your own being stupid? you,0,0,1,0,0,0,0
You are being a bit negative. your being stupid What about your own being stupid? you,0,0,1,0,0,0,0
"Please go on. you stink Oh, i stink. no shit",0,0,1,0,0,0,0
